"CTYNAME","WHITE","BLACK","INDIAN","ASIAN","HAWAIIAN","OTHERS","YEAR","POPULATION 18-24","HIGHSCHOOL DEGREE","BACHELOR'S DEGREE","POPULATION >25","HIGHSCHOOL DEGREE >25","BACHELOR'S DEGREE >25","GRADUATE DEGREE >25","POVERTY RATE >25","Percent Married","Percent Divorced","EMPLOYMENT ESTIMATE","INCOME/BENEFITS","Citizen: Total","Citizen: US Born","Citizen: Puerto Rico/US Islands Born","Citizen: Born Abroad","Citizen: Naturalization","Not Citizen","AGE1519","AGE2024","AGE2529","AGE18ABOVE","POPULATION"
"Redwood County, Minnesota",14117,104,792,545,0,104,2014,1123,37.6,10,10848,38.4,12.7,3.6,25.6,55.8,10.9,12539,6661,15834,15372,41,39,151,231,7,4.6,4.8,75.1,15834
"Redwood County, Minnesota",14117,104,792,545,0,104,2014,1123,37.6,10,10848,38.4,12.7,3.6,25.6,55.8,10.9,12539,6661,15834,15372,41,39,151,231,6.7,4.5,5,75.6,15834
"Redwood County, Minnesota",14117,104,792,545,0,104,2014,1123,37.6,10,10848,38.4,12.7,3.6,25.6,55.8,10.9,12409,6463,15834,15372,41,39,151,231,7,4.6,4.8,75.1,15834
"Redwood County, Minnesota",14117,104,792,545,0,104,2014,1123,37.6,10,10848,38.4,12.7,3.6,25.6,55.8,10.9,12409,6463,15834,15372,41,39,151,231,6.7,4.5,5,75.6,15834
"Renville County, Minnesota",14550,108,134,83,0,339,2014,1100,38.8,9.3,10782,37.7,12.5,3.2,21.4,58,9.5,12735,6539,15326,14898,4,23,162,239,6.7,5,4.5,76.3,15326
"Renville County, Minnesota",14550,108,134,83,0,339,2014,1100,38.8,9.3,10782,37.7,12.5,3.2,21.4,58,9.5,12735,6539,15326,14898,4,23,162,239,6.3,5,4.7,77.5,15326
"Renville County, Minnesota",14550,108,134,83,0,339,2014,1100,38.8,9.3,10782,37.7,12.5,3.2,21.4,58,9.5,12303,6378,15326,14898,4,23,162,239,6.7,5,4.5,76.3,15326
"Renville County, Minnesota",14550,108,134,83,0,339,2014,1100,38.8,9.3,10782,37.7,12.5,3.2,21.4,58,9.5,12303,6378,15326,14898,4,23,162,239,6.3,5,4.7,77.5,15326
"Rice County, Minnesota",58410,2297,289,1335,64,1370,2014,9771,17.8,4,40278,31,17.5,10.1,28.1,50,8.9,49882,22213,64829,60019,78,322,1295,3115,9.4,9.9,5.8,76,64829
"Rice County, Minnesota",58410,2297,289,1335,64,1370,2014,9771,17.8,4,40278,31,17.5,10.1,28.1,50,8.9,49882,22213,64829,60019,78,322,1295,3115,9.1,9.9,5.4,77.2,64829
"Rice County, Minnesota",58410,2297,289,1335,64,1370,2014,9771,17.8,4,40278,31,17.5,10.1,28.1,50,8.9,51740,22498,64829,60019,78,322,1295,3115,9.4,9.9,5.8,76,64829
"Rice County, Minnesota",58410,2297,289,1335,64,1370,2014,9771,17.8,4,40278,31,17.5,10.1,28.1,50,8.9,51740,22498,64829,60019,78,322,1295,3115,9.1,9.9,5.4,77.2,64829
"Rock County, Minnesota",9282,45,106,89,0,21,2014,619,35.2,5.7,6562,41.2,13,5,32.5,58.8,9.4,7444,3885,9587,9392,1,8,63,123,6.7,4.7,5,74.4,9587
"Rock County, Minnesota",9282,45,106,89,0,21,2014,619,35.2,5.7,6562,41.2,13,5,32.5,58.8,9.4,7444,3885,9587,9392,1,8,63,123,6.7,4.1,4.6,74.9,9587
"Rock County, Minnesota",9282,45,106,89,0,21,2014,619,35.2,5.7,6562,41.2,13,5,32.5,58.8,9.4,7476,3933,9587,9392,1,8,63,123,6.7,4.7,5,74.4,9587
"Rock County, Minnesota",9282,45,106,89,0,21,2014,619,35.2,5.7,6562,41.2,13,5,32.5,58.8,9.4,7476,3933,9587,9392,1,8,63,123,6.7,4.1,4.6,74.9,9587
"Roseau County, Minnesota",14618,92,156,412,0,29,2014,1090,43.5,3,10512,38.2,13.7,4.3,12.4,59,10,12148,6331,15545,15019,0,55,252,219,7.5,4.4,4.8,73.1,15545
"Roseau County, Minnesota",14618,92,156,412,0,29,2014,1090,43.5,3,10512,38.2,13.7,4.3,12.4,59,10,12148,6331,15545,15019,0,55,252,219,7.6,4.6,4.6,74.6,15545
"Roseau County, Minnesota",14618,92,156,412,0,29,2014,1090,43.5,3,10512,38.2,13.7,4.3,12.4,59,10,12220,6351,15545,15019,0,55,252,219,7.5,4.4,4.8,73.1,15545
"Roseau County, Minnesota",14618,92,156,412,0,29,2014,1090,43.5,3,10512,38.2,13.7,4.3,12.4,59,10,12220,6351,15545,15019,0,55,252,219,7.6,4.6,4.6,74.6,15545
"St. Louis County, Minnesota",186183,3098,4347,1881,43,382,2014,25559,20.4,9.5,136001,29.7,18.1,8.3,27.1,47.8,11.9,164849,86561,200563,195338,118,898,2556,1653,7.8,9,5.5,80.1,200563
"St. Louis County, Minnesota",186183,3098,4347,1881,43,382,2014,25559,20.4,9.5,136001,29.7,18.1,8.3,27.1,47.8,11.9,164849,86561,200563,195338,118,898,2556,1653,7.1,9,6,80.6,200563
"St. Louis County, Minnesota",186183,3098,4347,1881,43,382,2014,25559,20.4,9.5,136001,29.7,18.1,8.3,27.1,47.8,11.9,166296,85033,200563,195338,118,898,2556,1653,7.8,9,5.5,80.1,200563
"St. Louis County, Minnesota",186183,3098,4347,1881,43,382,2014,25559,20.4,9.5,136001,29.7,18.1,8.3,27.1,47.8,11.9,166296,85033,200563,195338,118,898,2556,1653,7.1,9,6,80.6,200563
"Scott County, Minnesota",116503,3938,995,7801,166,2008,2014,9416,30,14,85951,23.7,28,10.3,21.1,61.2,8.9,91854,43814,135129,122542,74,817,6051,5645,6.7,4.5,6.4,69.6,135129
"Scott County, Minnesota",116503,3938,995,7801,166,2008,2014,9416,30,14,85951,23.7,28,10.3,21.1,61.2,8.9,91854,43814,135129,122542,74,817,6051,5645,7,4.7,5.8,70.6,135129
"Scott County, Minnesota",116503,3938,995,7801,166,2008,2014,9416,30,14,85951,23.7,28,10.3,21.1,61.2,8.9,99801,46214,135129,122542,74,817,6051,5645,6.7,4.5,6.4,69.6,135129
"Scott County, Minnesota",116503,3938,995,7801,166,2008,2014,9416,30,14,85951,23.7,28,10.3,21.1,61.2,8.9,99801,46214,135129,122542,74,817,6051,5645,7,4.7,5.8,70.6,135129
"Sherburne County, Minnesota",84576,1809,484,1032,20,236,2014,7570,34.5,6.6,56954,26.2,18.7,7.5,9.1,58.1,9.4,63815,29224,89770,87128,14,277,1097,1254,7.2,6,6.9,70.4,89770
"Sherburne County, Minnesota",84576,1809,484,1032,20,236,2014,7570,34.5,6.6,56954,26.2,18.7,7.5,9.1,58.1,9.4,63815,29224,89770,87128,14,277,1097,1254,7.3,5.8,6.4,71.9,89770
"Sherburne County, Minnesota",84576,1809,484,1032,20,236,2014,7570,34.5,6.6,56954,26.2,18.7,7.5,9.1,58.1,9.4,67220,30283,89770,87128,14,277,1097,1254,7.2,6,6.9,70.4,89770
"Sherburne County, Minnesota",84576,1809,484,1032,20,236,2014,7570,34.5,6.6,56954,26.2,18.7,7.5,9.1,58.1,9.4,67220,30283,89770,87128,14,277,1097,1254,7.3,5.8,6.4,71.9,89770
"Sibley County, Minnesota",14648,47,25,106,0,122,2014,1061,39.5,8,10265,41.2,12.4,3.4,18.3,58,7.6,11793,6117,15096,14435,0,22,237,402,6.9,4.6,5.3,74.3,15096
"Sibley County, Minnesota",14648,47,25,106,0,122,2014,1061,39.5,8,10265,41.2,12.4,3.4,18.3,58,7.6,11793,6117,15096,14435,0,22,237,402,6.4,4.9,5.2,75,15096
"Sibley County, Minnesota",14648,47,25,106,0,122,2014,1061,39.5,8,10265,41.2,12.4,3.4,18.3,58,7.6,11750,6025,15096,14435,0,22,237,402,6.9,4.6,5.3,74.3,15096
"Sibley County, Minnesota",14648,47,25,106,0,122,2014,1061,39.5,8,10265,41.2,12.4,3.4,18.3,58,7.6,11750,6025,15096,14435,0,22,237,402,6.4,4.9,5.2,75,15096
"Stearns County, Minnesota",138837,5373,583,2958,23,1676,2014,23860,15.1,7.3,93091,30.2,17.4,8.1,22.9,50.2,7.9,117774,56365,151728,143755,92,524,3080,4277,9,11.3,6.8,76.8,151728
"Stearns County, Minnesota",138837,5373,583,2958,23,1676,2014,23860,15.1,7.3,93091,30.2,17.4,8.1,22.9,50.2,7.9,117774,56365,151728,143755,92,524,3080,4277,8.6,10.9,6.5,77.1,151728
"Stearns County, Minnesota",138837,5373,583,2958,23,1676,2014,23860,15.1,7.3,93091,30.2,17.4,8.1,22.9,50.2,7.9,120610,56750,151728,143755,92,524,3080,4277,9,11.3,6.8,76.8,151728
"Stearns County, Minnesota",138837,5373,583,2958,23,1676,2014,23860,15.1,7.3,93091,30.2,17.4,8.1,22.9,50.2,7.9,120610,56750,151728,143755,92,524,3080,4277,8.6,10.9,6.5,77.1,151728
"Steele County, Minnesota",33620,881,30,319,0,952,2014,2703,37.8,9.1,24349,36,18.2,6.6,22,56.3,10.8,27974,14138,36472,34595,0,446,790,641,6.6,5.1,6.2,73.5,36472
"Steele County, Minnesota",33620,881,30,319,0,952,2014,2703,37.8,9.1,24349,36,18.2,6.6,22,56.3,10.8,27974,14138,36472,34595,0,446,790,641,6.5,5.4,5.9,74.2,36472
"Steele County, Minnesota",33620,881,30,319,0,952,2014,2703,37.8,9.1,24349,36,18.2,6.6,22,56.3,10.8,28200,14339,36472,34595,0,446,790,641,6.6,5.1,6.2,73.5,36472
"Steele County, Minnesota",33620,881,30,319,0,952,2014,2703,37.8,9.1,24349,36,18.2,6.6,22,56.3,10.8,28200,14339,36472,34595,0,446,790,641,6.5,5.4,5.9,74.2,36472
"Stevens County, Minnesota",9017,65,146,170,27,124,2014,1962,21.4,3.9,5720,29,17.9,8.4,20.2,51.1,7.8,7993,3725,9748,9320,1,75,145,207,9.7,13.2,5.1,79.5,9748
"Stevens County, Minnesota",9017,65,146,170,27,124,2014,1962,21.4,3.9,5720,29,17.9,8.4,20.2,51.1,7.8,7993,3725,9748,9320,1,75,145,207,10.2,13.3,5.5,78.8,9748
"Stevens County, Minnesota",9017,65,146,170,27,124,2014,1962,21.4,3.9,5720,29,17.9,8.4,20.2,51.1,7.8,7929,3665,9748,9320,1,75,145,207,9.7,13.2,5.1,79.5,9748
"Stevens County, Minnesota",9017,65,146,170,27,124,2014,1962,21.4,3.9,5720,29,17.9,8.4,20.2,51.1,7.8,7929,3665,9748,9320,1,75,145,207,10.2,13.3,5.5,78.8,9748
"Swift County, Minnesota",9265,114,37,29,0,71,2014,723,36.7,8,6836,38.6,12.1,4.5,17.5,57.9,8.5,8038,4190,9602,9375,15,22,48,142,7.2,4.1,5.6,77.6,9602
"Swift County, Minnesota",9265,114,37,29,0,71,2014,723,36.7,8,6836,38.6,12.1,4.5,17.5,57.9,8.5,8038,4190,9602,9375,15,22,48,142,6.2,5.3,4.8,78.7,9602
"Swift County, Minnesota",9265,114,37,29,0,71,2014,723,36.7,8,6836,38.6,12.1,4.5,17.5,57.9,8.5,7823,4230,9602,9375,15,22,48,142,7.2,4.1,5.6,77.6,9602
"Swift County, Minnesota",9265,114,37,29,0,71,2014,723,36.7,8,6836,38.6,12.1,4.5,17.5,57.9,8.5,7823,4230,9602,9375,15,22,48,142,6.2,5.3,4.8,78.7,9602
"Todd County, Minnesota",23310,90,88,85,0,657,2014,1894,26.9,3.9,16703,37.2,10.1,3.8,23.9,58.9,9.6,19504,10065,24588,23624,3,104,283,574,7.5,5.5,5,75.1,24588
"Todd County, Minnesota",23310,90,88,85,0,657,2014,1894,26.9,3.9,16703,37.2,10.1,3.8,23.9,58.9,9.6,19504,10065,24588,23624,3,104,283,574,7.1,5.1,4.9,75.6,24588
"Todd County, Minnesota",23310,90,88,85,0,657,2014,1894,26.9,3.9,16703,37.2,10.1,3.8,23.9,58.9,9.6,19350,9951,24588,23624,3,104,283,574,7.5,5.5,5,75.1,24588
"Todd County, Minnesota",23310,90,88,85,0,657,2014,1894,26.9,3.9,16703,37.2,10.1,3.8,23.9,58.9,9.6,19350,9951,24588,23624,3,104,283,574,7.1,5.1,4.9,75.6,24588
"Traverse County, Minnesota",3218,6,157,0,0,8,2014,198,16.7,14.1,2523,36.3,12.3,4.5,25.5,61.3,8.9,3002,1636,3455,3398,0,9,31,17,6.5,3.6,5.3,78.8,3455
"Traverse County, Minnesota",3218,6,157,0,0,8,2014,198,16.7,14.1,2523,36.3,12.3,4.5,25.5,61.3,8.9,3002,1636,3455,3398,0,9,31,17,6.5,4.1,3.7,78.8,3455
"Traverse County, Minnesota",3218,6,157,0,0,8,2014,198,16.7,14.1,2523,36.3,12.3,4.5,25.5,61.3,8.9,2844,1534,3455,3398,0,9,31,17,6.5,3.6,5.3,78.8,3455
"Traverse County, Minnesota",3218,6,157,0,0,8,2014,198,16.7,14.1,2523,36.3,12.3,4.5,25.5,61.3,8.9,2844,1534,3455,3398,0,9,31,17,6.5,4.1,3.7,78.8,3455
"Wabasha County, Minnesota",20995,91,45,65,0,65,2014,1483,41.2,6.5,15117,39.4,14.7,6,14.9,61.4,9.5,17225,8799,21485,21066,28,84,111,196,6.9,5,5.1,76.2,21485
"Wabasha County, Minnesota",20995,91,45,65,0,65,2014,1483,41.2,6.5,15117,39.4,14.7,6,14.9,61.4,9.5,17225,8799,21485,21066,28,84,111,196,6.3,4.7,5.2,77.3,21485
"Wabasha County, Minnesota",20995,91,45,65,0,65,2014,1483,41.2,6.5,15117,39.4,14.7,6,14.9,61.4,9.5,17177,8929,21485,21066,28,84,111,196,6.9,5,5.1,76.2,21485
"Wabasha County, Minnesota",20995,91,45,65,0,65,2014,1483,41.2,6.5,15117,39.4,14.7,6,14.9,61.4,9.5,17177,8929,21485,21066,28,84,111,196,6.3,4.7,5.2,77.3,21485
"Wadena County, Minnesota",13283,141,136,39,0,11,2014,998,27.2,4.8,9446,38.8,8.9,4,28.8,53.5,12.7,10984,5959,13754,13468,0,120,114,52,7.4,4.6,4.8,76.5,13754
"Wadena County, Minnesota",13283,141,136,39,0,11,2014,998,27.2,4.8,9446,38.8,8.9,4,28.8,53.5,12.7,10984,5959,13754,13468,0,120,114,52,6.4,5,4.8,75.9,13754
"Wadena County, Minnesota",13283,141,136,39,0,11,2014,998,27.2,4.8,9446,38.8,8.9,4,28.8,53.5,12.7,10840,5737,13754,13468,0,120,114,52,7.4,4.6,4.8,76.5,13754
"Wadena County, Minnesota",13283,141,136,39,0,11,2014,998,27.2,4.8,9446,38.8,8.9,4,28.8,53.5,12.7,10840,5737,13754,13468,0,120,114,52,6.4,5,4.8,75.9,13754
"Waseca County, Minnesota",17963,454,115,152,0,105,2014,1294,43.4,4,13266,36,15,4.9,18.8,57.3,8.9,15225,7284,19127,18220,10,130,222,545,6.5,5.1,6.9,76.3,19127
"Waseca County, Minnesota",17963,454,115,152,0,105,2014,1294,43.4,4,13266,36,15,4.9,18.8,57.3,8.9,15225,7284,19127,18220,10,130,222,545,5.8,5,6.5,76.1,19127
"Waseca County, Minnesota",17963,454,115,152,0,105,2014,1294,43.4,4,13266,36,15,4.9,18.8,57.3,8.9,15101,7405,19127,18220,10,130,222,545,6.5,5.1,6.9,76.3,19127
"Waseca County, Minnesota",17963,454,115,152,0,105,2014,1294,43.4,4,13266,36,15,4.9,18.8,57.3,8.9,15101,7405,19127,18220,10,130,222,545,5.8,5,6.5,76.1,19127
"Washington County, Minnesota",213514,9044,870,12576,110,1788,2014,18461,27.5,12.5,162638,22.2,27.5,13.8,12.5,58,9.5,176914,86315,244103,227827,71,1286,9633,5286,7.2,5.2,5.9,72.8,244103
"Washington County, Minnesota",213514,9044,870,12576,110,1788,2014,18461,27.5,12.5,162638,22.2,27.5,13.8,12.5,58,9.5,176914,86315,244103,227827,71,1286,9633,5286,7.1,5.2,5.8,74.2,244103
"Washington County, Minnesota",213514,9044,870,12576,110,1788,2014,18461,27.5,12.5,162638,22.2,27.5,13.8,12.5,58,9.5,188788,89898,244103,227827,71,1286,9633,5286,7.2,5.2,5.9,72.8,244103
"Washington County, Minnesota",213514,9044,870,12576,110,1788,2014,18461,27.5,12.5,162638,22.2,27.5,13.8,12.5,58,9.5,188788,89898,244103,227827,71,1286,9633,5286,7.1,5.2,5.8,74.2,244103
"Watonwan County, Minnesota",10425,83,49,82,22,336,2014,849,36.3,5.2,7546,37.7,13.1,3.6,17.4,56.5,8.2,8756,4399,11151,9803,0,139,199,1010,7.1,5.1,5.6,75.1,11151
"Watonwan County, Minnesota",10425,83,49,82,22,336,2014,849,36.3,5.2,7546,37.7,13.1,3.6,17.4,56.5,8.2,8756,4399,11151,9803,0,139,199,1010,6.5,5.4,5.3,75.3,11151
"Watonwan County, Minnesota",10425,83,49,82,22,336,2014,849,36.3,5.2,7546,37.7,13.1,3.6,17.4,56.5,8.2,8651,4499,11151,9803,0,139,199,1010,7.1,5.1,5.6,75.1,11151
"Watonwan County, Minnesota",10425,83,49,82,22,336,2014,849,36.3,5.2,7546,37.7,13.1,3.6,17.4,56.5,8.2,8651,4499,11151,9803,0,139,199,1010,6.5,5.4,5.3,75.3,11151
"Wilkin County, Minnesota",6370,24,62,10,0,4,2014,433,28.4,5.5,4582,31,12.6,3.8,33.2,58.4,11.2,5235,2779,6561,6519,2,18,16,6,7.1,4.6,4.6,76,6561
"Wilkin County, Minnesota",6370,24,62,10,0,4,2014,433,28.4,5.5,4582,31,12.6,3.8,33.2,58.4,11.2,5235,2779,6561,6519,2,18,16,6,6.5,4.4,4.6,76.4,6561
"Wilkin County, Minnesota",6370,24,62,10,0,4,2014,433,28.4,5.5,4582,31,12.6,3.8,33.2,58.4,11.2,5177,2763,6561,6519,2,18,16,6,7.1,4.6,4.6,76,6561
"Wilkin County, Minnesota",6370,24,62,10,0,4,2014,433,28.4,5.5,4582,31,12.6,3.8,33.2,58.4,11.2,5177,2763,6561,6519,2,18,16,6,6.5,4.4,4.6,76.4,6561
"Winona County, Minnesota",48280,683,182,1268,24,381,2014,10765,27.8,7.2,30962,30.1,17.8,9.7,17.8,45.5,7.1,42298,19414,51285,49127,9,205,847,1097,10.7,14.4,6.1,80.1,51285
"Winona County, Minnesota",48280,683,182,1268,24,381,2014,10765,27.8,7.2,30962,30.1,17.8,9.7,17.8,45.5,7.1,42298,19414,51285,49127,9,205,847,1097,9.9,14.4,6,81.4,51285
"Winona County, Minnesota",48280,683,182,1268,24,381,2014,10765,27.8,7.2,30962,30.1,17.8,9.7,17.8,45.5,7.1,42855,19081,51285,49127,9,205,847,1097,10.7,14.4,6.1,80.1,51285
"Winona County, Minnesota",48280,683,182,1268,24,381,2014,10765,27.8,7.2,30962,30.1,17.8,9.7,17.8,45.5,7.1,42855,19081,51285,49127,9,205,847,1097,9.9,14.4,6,81.4,51285
"Wright County, Minnesota",120515,1330,535,1401,3,1418,2014,8819,30.5,9.2,81273,29.5,20.4,7,12.9,60.4,8.9,88182,44413,127386,123560,32,351,2146,1297,6.9,4.7,6.8,69.9,127386
"Wright County, Minnesota",120515,1330,535,1401,3,1418,2014,8819,30.5,9.2,81273,29.5,20.4,7,12.9,60.4,8.9,88182,44413,127386,123560,32,351,2146,1297,6.9,4.6,6,70.7,127386
"Wright County, Minnesota",120515,1330,535,1401,3,1418,2014,8819,30.5,9.2,81273,29.5,20.4,7,12.9,60.4,8.9,93690,45064,127386,123560,32,351,2146,1297,6.9,4.7,6.8,69.9,127386
"Wright County, Minnesota",120515,1330,535,1401,3,1418,2014,8819,30.5,9.2,81273,29.5,20.4,7,12.9,60.4,8.9,93690,45064,127386,123560,32,351,2146,1297,6.9,4.6,6,70.7,127386
"Yellow Medicine County, Minnesota",9534,28,340,44,0,104,2014,731,38.3,4.2,7098,38.9,13.1,4.2,31.6,58.7,8.1,8374,4213,10233,10043,5,16,82,87,7.5,5.4,4.8,76.4,10233
"Yellow Medicine County, Minnesota",9534,28,340,44,0,104,2014,731,38.3,4.2,7098,38.9,13.1,4.2,31.6,58.7,8.1,8374,4213,10233,10043,5,16,82,87,6.7,5,5.6,76.5,10233
"Yellow Medicine County, Minnesota",9534,28,340,44,0,104,2014,731,38.3,4.2,7098,38.9,13.1,4.2,31.6,58.7,8.1,8176,4193,10233,10043,5,16,82,87,7.5,5.4,4.8,76.4,10233
"Yellow Medicine County, Minnesota",9534,28,340,44,0,104,2014,731,38.3,4.2,7098,38.9,13.1,4.2,31.6,58.7,8.1,8176,4193,10233,10043,5,16,82,87,6.7,5,5.6,76.5,10233
"Aitkin County, Minnesota",15225,68,346,53,1,21,2010,841,48.2,6.3,12533,39.8,10.4,4,23.7,63.8,12,NA,NA,16325,16056,6,85,111,67,5.3,3.4,3.9,81.9,16325
"Aitkin County, Minnesota",15225,68,346,53,1,21,2010,841,48.2,6.3,12533,39.8,10.4,4,23.7,63.8,12,NA,NA,16325,16056,6,85,111,67,4.9,3.4,3.8,82.4,16325
"Anoka County, Minnesota",289757,15995,2037,13369,72,5579,2010,26772,34.5,9.8,213702,30.5,18.5,7.2,15.9,56.6,9.7,NA,NA,327544,302964,302,1551,11358,11369,7.3,5.7,6.6,73.4,327544
"Anoka County, Minnesota",289757,15995,2037,13369,72,5579,2010,26772,34.5,9.8,213702,30.5,18.5,7.2,15.9,56.6,9.7,NA,NA,327544,302964,302,1551,11358,11369,6.8,5.8,6.4,74.9,327544
"Becker County, Minnesota",29021,147,2406,144,7,97,2010,2336,34.4,2.8,22020,33.5,14.8,6.4,25.4,58.5,10.6,NA,NA,32274,31736,25,105,301,107,6.5,4.9,5.2,75.5,32274
"Becker County, Minnesota",29021,147,2406,144,7,97,2010,2336,34.4,2.8,22020,33.5,14.8,6.4,25.4,58.5,10.6,NA,NA,32274,31736,25,105,301,107,6.1,4.8,5.2,75.4,32274
"Beltrami County, Minnesota",33650,386,9109,415,49,118,2010,6308,32.1,7,26354,27.9,18.4,10.7,31.5,49.8,9,NA,NA,43781,42392,8,241,436,704,8.5,10.3,6.7,74.6,43781
"Beltrami County, Minnesota",33650,386,9109,415,49,118,2010,6308,32.1,7,26354,27.9,18.4,10.7,31.5,49.8,9,NA,NA,43781,42392,8,241,436,704,8.4,10.3,6.3,74.8,43781
"Benton County, Minnesota",36841,954,195,438,0,42,2010,4181,30.5,10.3,24392,34.4,13.7,5.9,16,54,8,NA,NA,38148,37442,24,86,352,244,6.4,8.4,9,74.9,38148
"Benton County, Minnesota",36841,954,195,438,0,42,2010,4181,30.5,10.3,24392,34.4,13.7,5.9,16,54,8,NA,NA,38148,37442,24,86,352,244,5.8,7,8.3,75.3,38148
"Big Stone County, Minnesota",5084,14,13,2,0,7,2010,335,30.4,9.6,3867,40.5,11.7,4.3,16.2,61.7,6.4,NA,NA,5324,5279,7,11,9,18,6.5,4.1,4.2,78.9,5324
"Big Stone County, Minnesota",5084,14,13,2,0,7,2010,335,30.4,9.6,3867,40.5,11.7,4.3,16.2,61.7,6.4,NA,NA,5324,5279,7,11,9,18,5.3,4.4,4.2,79.4,5324
"Blue Earth County, Minnesota",59808,1970,234,1299,15,267,2010,14788,19.4,8.8,35774,28.8,20.5,9.5,28.9,43.8,7.5,NA,NA,62719,59951,31,233,1078,1426,9.6,17.2,7.5,80.6,62719
"Blue Earth County, Minnesota",59808,1970,234,1299,15,267,2010,14788,19.4,8.8,35774,28.8,20.5,9.5,28.9,43.8,7.5,NA,NA,62719,59951,31,233,1078,1426,8.9,15.9,8.2,80.5,62719
"Brown County, Minnesota",24882,99,29,99,16,193,2010,2519,21.5,4.8,17669,39.4,13.2,5.3,17,56,9.5,NA,NA,26030,25501,0,110,180,239,7.4,6.6,5.1,77.6,26030
"Brown County, Minnesota",24882,99,29,99,16,193,2010,2519,21.5,4.8,17669,39.4,13.2,5.3,17,56,9.5,NA,NA,26030,25501,0,110,180,239,6.8,6.6,5.3,78.3,26030
"Carlton County, Minnesota",31760,467,1933,232,5,92,2010,2623,35.2,5.7,23995,33.7,14.2,7.2,22.2,56.4,10.3,NA,NA,34958,34186,5,140,379,248,6.6,5.2,5.5,76.1,34958
"Carlton County, Minnesota",31760,467,1933,232,5,92,2010,2623,35.2,5.7,23995,33.7,14.2,7.2,22.2,56.4,10.3,NA,NA,34958,34186,5,140,379,248,6.1,5.4,5.7,76.6,34958
"Carver County, Minnesota",87324,1015,163,2485,74,1116,2010,5924,30.1,12.6,55940,22,30.3,12.4,18.9,64.4,7.4,NA,NA,88668,83297,19,334,2496,2522,7,4.6,5.5,69.8,88668
"Carver County, Minnesota",87324,1015,163,2485,74,1116,2010,5924,30.1,12.6,55940,22,30.3,12.4,18.9,64.4,7.4,NA,NA,88668,83297,19,334,2496,2522,7.5,4.6,5.2,71.2,88668
"Cass County, Minnesota",24352,106,2935,131,74,26,2010,1870,35.8,4.6,20447,36.3,14.5,5.7,29.4,62.8,9.5,NA,NA,28648,28222,0,124,176,126,6.3,4.5,4.6,77.9,28648
"Cass County, Minnesota",24352,106,2935,131,74,26,2010,1870,35.8,4.6,20447,36.3,14.5,5.7,29.4,62.8,9.5,NA,NA,28648,28222,0,124,176,126,5.6,4.5,4.5,78.7,28648
"Chippewa County, Minnesota",11493,94,61,68,117,149,2010,902,41.4,5.9,8549,38,11.6,4.2,22.3,53.6,11.5,NA,NA,12426,12016,0,39,101,270,6.9,5.1,5.2,76.1,12426
"Chippewa County, Minnesota",11493,94,61,68,117,149,2010,902,41.4,5.9,8549,38,11.6,4.2,22.3,53.6,11.5,NA,NA,12426,12016,0,39,101,270,6.5,5.3,6,77.1,12426
"Chisago County, Minnesota",51396,613,293,374,7,256,2010,3927,39.9,4.6,35043,35.9,12.1,4.9,17.6,59.4,9.9,NA,NA,52844,51738,19,243,541,303,7,5.1,5.9,73.7,52844
"Chisago County, Minnesota",51396,613,293,374,7,256,2010,3927,39.9,4.6,35043,35.9,12.1,4.9,17.6,59.4,9.9,NA,NA,52844,51738,19,243,541,303,7.2,5.3,5.4,75.5,52844
"Clay County, Minnesota",55694,960,765,690,20,467,2010,10160,27,5.7,33714,28.8,22.2,9.3,19.6,50.8,8.1,NA,NA,57089,54935,20,242,877,1015,10.8,11,6.4,76.9,57089
"Clay County, Minnesota",55694,960,765,690,20,467,2010,10160,27,5.7,33714,28.8,22.2,9.3,19.6,50.8,8.1,NA,NA,57089,54935,20,242,877,1015,9,11.6,7,76.9,57089
"Clearwater County, Minnesota",7590,17,766,41,7,7,2010,617,37.8,1.8,5888,37.1,11.4,3.1,27.8,59.8,8.4,NA,NA,8593,8398,0,54,62,79,6.7,4.8,5.2,75.7,8593
"Clearwater County, Minnesota",7590,17,766,41,7,7,2010,617,37.8,1.8,5888,37.1,11.4,3.1,27.8,59.8,8.4,NA,NA,8593,8398,0,54,62,79,6.2,4.6,5.1,75.3,8593
"Cook County, Minnesota",4534,50,366,44,21,55,2010,222,36.9,35.6,4091,26.6,19.9,13,25.7,65.3,12.9,NA,NA,5211,5070,0,52,48,41,4.2,4.2,5.2,82.8,5211
"Cook County, Minnesota",4534,50,366,44,21,55,2010,222,36.9,35.6,4091,26.6,19.9,13,25.7,65.3,12.9,NA,NA,5211,5070,0,52,48,41,3.7,4.7,4.8,84.1,5211
"Cottonwood County, Minnesota",10657,65,51,257,26,422,2010,715,45.9,4.3,8134,38.6,11.1,4.6,21.2,60.1,8,NA,NA,11712,11185,0,38,178,311,6.3,4.1,5.9,75.6,11712
"Cottonwood County, Minnesota",10657,65,51,257,26,422,2010,715,45.9,4.3,8134,38.6,11.1,4.6,21.2,60.1,8,NA,NA,11712,11185,0,38,178,311,6,5.4,4.5,76.4,11712
"Crow Wing County, Minnesota",60757,480,712,315,0,86,2010,4691,37,5.3,42642,31.1,15.7,6.3,21.8,59.8,10.5,NA,NA,61836,60989,2,175,387,283,6.5,5.2,5.7,76.5,61836
