INCOME.GEO.id,INCOME.GEO.id2,INCOME.GEO.display-label,INCOME.HC01_EST_VC01,INCOME.HC01_MOE_VC01,INCOME.HC02_EST_VC01,INCOME.HC02_MOE_VC01,INCOME.HC03_EST_VC01,INCOME.HC03_MOE_VC01,INCOME.HC04_EST_VC01,INCOME.HC04_MOE_VC01,INCOME.HC01_EST_VC02,INCOME.HC01_MOE_VC02,INCOME.HC02_EST_VC02,INCOME.HC02_MOE_VC02,INCOME.HC03_EST_VC02,INCOME.HC03_MOE_VC02,INCOME.HC04_EST_VC02,INCOME.HC04_MOE_VC02,INCOME.HC01_EST_VC03,INCOME.HC01_MOE_VC03,INCOME.HC02_EST_VC03,INCOME.HC02_MOE_VC03,INCOME.HC03_EST_VC03,INCOME.HC03_MOE_VC03,INCOME.HC04_EST_VC03,INCOME.HC04_MOE_VC03,INCOME.HC01_EST_VC04,INCOME.HC01_MOE_VC04,INCOME.HC02_EST_VC04,INCOME.HC02_MOE_VC04,INCOME.HC03_EST_VC04,INCOME.HC03_MOE_VC04,INCOME.HC04_EST_VC04,INCOME.HC04_MOE_VC04,INCOME.HC01_EST_VC05,INCOME.HC01_MOE_VC05,INCOME.HC02_EST_VC05,INCOME.HC02_MOE_VC05,INCOME.HC03_EST_VC05,INCOME.HC03_MOE_VC05,INCOME.HC04_EST_VC05,INCOME.HC04_MOE_VC05,INCOME.HC01_EST_VC06,INCOME.HC01_MOE_VC06,INCOME.HC02_EST_VC06,INCOME.HC02_MOE_VC06,INCOME.HC03_EST_VC06,INCOME.HC03_MOE_VC06,INCOME.HC04_EST_VC06,INCOME.HC04_MOE_VC06,INCOME.HC01_EST_VC07,INCOME.HC01_MOE_VC07,INCOME.HC02_EST_VC07,INCOME.HC02_MOE_VC07,INCOME.HC03_EST_VC07,INCOME.HC03_MOE_VC07,INCOME.HC04_EST_VC07,INCOME.HC04_MOE_VC07,INCOME.HC01_EST_VC08,INCOME.HC01_MOE_VC08,INCOME.HC02_EST_VC08,INCOME.HC02_MOE_VC08,INCOME.HC03_EST_VC08,INCOME.HC03_MOE_VC08,INCOME.HC04_EST_VC08,INCOME.HC04_MOE_VC08,INCOME.HC01_EST_VC09,INCOME.HC01_MOE_VC09,INCOME.HC02_EST_VC09,INCOME.HC02_MOE_VC09,INCOME.HC03_EST_VC09,INCOME.HC03_MOE_VC09,INCOME.HC04_EST_VC09,INCOME.HC04_MOE_VC09,INCOME.HC01_EST_VC10,INCOME.HC01_MOE_VC10,INCOME.HC02_EST_VC10,INCOME.HC02_MOE_VC10,INCOME.HC03_EST_VC10,INCOME.HC03_MOE_VC10,INCOME.HC04_EST_VC10,INCOME.HC04_MOE_VC10,INCOME.HC01_EST_VC11,INCOME.HC01_MOE_VC11,INCOME.HC02_EST_VC11,INCOME.HC02_MOE_VC11,INCOME.HC03_EST_VC11,INCOME.HC03_MOE_VC11,INCOME.HC04_EST_VC11,INCOME.HC04_MOE_VC11,INCOME.HC01_EST_VC13,INCOME.HC01_MOE_VC13,INCOME.HC02_EST_VC13,INCOME.HC02_MOE_VC13,INCOME.HC03_EST_VC13,INCOME.HC03_MOE_VC13,INCOME.HC04_EST_VC13,INCOME.HC04_MOE_VC13,INCOME.HC01_EST_VC15,INCOME.HC01_MOE_VC15,INCOME.HC02_EST_VC15,INCOME.HC02_MOE_VC15,INCOME.HC03_EST_VC15,INCOME.HC03_MOE_VC15,INCOME.HC04_EST_VC15,INCOME.HC04_MOE_VC15,INCOME.HC01_EST_VC18,INCOME.HC01_MOE_VC18,INCOME.HC02_EST_VC18,INCOME.HC02_MOE_VC18,INCOME.HC03_EST_VC18,INCOME.HC03_MOE_VC18,INCOME.HC04_EST_VC18,INCOME.HC04_MOE_VC18,INCOME.HC01_EST_VC19,INCOME.HC01_MOE_VC19,INCOME.HC02_EST_VC19,INCOME.HC02_MOE_VC19,INCOME.HC03_EST_VC19,INCOME.HC03_MOE_VC19,INCOME.HC04_EST_VC19,INCOME.HC04_MOE_VC19,INCOME.HC01_EST_VC20,INCOME.HC01_MOE_VC20,INCOME.HC02_EST_VC20,INCOME.HC02_MOE_VC20,INCOME.HC03_EST_VC20,INCOME.HC03_MOE_VC20,INCOME.HC04_EST_VC20,INCOME.HC04_MOE_VC20,CTYNAME,YEAR
0500000US27147,27147,"Steele County, Minnesota",14190,282,9672,344,7742,285,4518,328,5.4,1.0,2.7,0.9,1.1,0.5,12.1,2.7,4.9,1.0,2.0,0.7,0.7,0.5,12.2,2.9,9.3,1.3,5.7,1.4,3.2,0.8,16.3,3.0,10.3,1.6,7.0,1.5,5.3,1.3,17.8,3.6,12.7,1.5,10.9,1.7,9.1,1.6,19.2,3.0,22.1,2.1,25.5,2.3,25.7,2.5,14.6,3.2,16.3,1.6,19.9,2.1,22.8,2.2,5.8,1.9,13.4,1.3,18.6,1.9,22.4,2.3,1.7,0.7,3.2,0.9,4.4,1.2,5.5,1.5,0.3,0.4,2.3,0.6,3.3,0.9,4.1,1.1,0.1,0.1,58403,1663,72093,1706,79032,2074,30856,1097,67778,2612,81601,3685,N,N,35458,1921,19.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),19.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),19.3,(X),steele,2012
0500000US27149,27149,"Stevens County, Minnesota",3691,133,2263,119,1968,128,1428,128,8.3,2.6,1.7,1.6,0.5,0.4,18.8,6.1,4.9,1.6,2.0,1.2,0.8,0.5,10.2,4.0,11.1,2.4,6.1,2.1,4.5,1.9,18.9,5.0,10.2,2.2,6.2,1.8,4.7,1.9,17.6,4.3,14.2,2.5,14.0,2.8,13.9,3.1,14.4,4.7,20.5,3.2,26.2,4.0,26.5,4.1,12.5,5.1,14.0,2.2,18.5,3.0,20.3,3.4,4.8,2.1,11.4,1.9,16.8,3.1,19.2,3.5,2.2,1.3,3.0,1.1,4.7,1.8,5.3,2.0,0.4,0.4,2.4,1.2,3.7,2.0,4.2,2.2,0.4,0.4,52819,4618,68237,3416,73594,5227,26270,3900,69600,11099,91349,18095,N,N,33647,3438,20.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),19.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),22.0,(X),stevens,2012
0500000US27151,27151,"Swift County, Minnesota",4308,208,2747,161,2270,152,1561,152,6.8,1.7,2.9,1.4,1.1,0.8,14.0,4.0,6.0,1.3,1.6,0.9,1.3,0.7,13.8,3.1,12.5,2.1,7.1,1.8,5.6,1.8,23.8,4.5,12.2,2.4,13.0,4.2,8.5,2.6,15.2,4.4,17.1,2.5,16.3,2.7,15.9,2.8,13.5,3.5,19.7,2.1,23.4,2.8,25.9,3.0,11.9,3.4,13.0,1.9,17.5,2.4,20.0,2.9,5.2,2.2,9.4,1.8,13.4,2.7,16.2,3.1,2.2,1.3,1.8,0.7,2.7,1.0,3.2,1.2,0.3,0.6,1.4,0.6,2.1,1.0,2.4,1.2,0.2,0.2,45984,1907,61123,3808,67409,4837,24375,2399,56542,2377,68536,3347,N,N,33641,2804,26.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),26.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),27.4,(X),swift,2012
0500000US27153,27153,"Todd County, Minnesota",10109,210,7023,212,5867,188,3086,208,8.0,1.2,3.0,0.7,1.7,0.5,20.5,3.4,7.5,0.9,3.0,0.8,2.2,0.7,19.0,3.0,11.9,1.3,11.1,1.5,8.7,1.3,15.0,2.5,11.2,1.1,10.5,1.2,9.9,1.2,12.4,2.5,16.2,1.4,16.6,1.7,15.8,1.7,15.5,2.8,22.1,1.5,25.8,1.9,27.7,2.0,11.7,2.0,12.3,1.1,15.8,1.5,18.2,1.9,3.4,1.1,7.7,0.8,10.2,1.2,11.6,1.4,1.2,0.6,1.5,0.4,1.9,0.5,2.0,0.6,0.5,0.4,1.6,0.4,1.9,0.5,2.2,0.6,0.9,0.7,45287,1425,53750,1694,59727,3453,21881,2438,54923,1661,64115,2423,69223,2594,31278,1966,29.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),29.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),28.0,(X),todd,2012
0500000US27155,27155,"Traverse County, Minnesota",1569,67,974,57,851,58,595,65,5.1,1.5,0.8,0.8,0.2,0.4,12.1,3.8,8.2,1.8,3.9,1.4,2.5,1.3,15.5,4.6,14.7,2.8,9.8,3.3,8.2,3.0,24.9,5.4,11.8,2.5,10.6,2.8,10.2,3.3,14.6,4.3,15.8,2.9,15.0,3.7,13.7,3.6,18.0,5.2,19.7,2.9,24.7,3.8,25.5,4.3,9.1,3.3,10.1,2.0,14.4,2.8,15.9,3.2,1.2,0.9,8.2,1.7,12.2,2.4,13.9,2.8,1.7,1.2,3.8,1.1,4.9,1.6,5.6,1.8,2.0,1.4,2.7,1.0,3.7,1.5,4.2,1.7,1.0,1.2,44025,2750,58068,4549,63266,3070,24020,2112,60262,4313,75030,5915,N,N,34478,4920,24.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),28.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),17.5,(X),traverse,2012
0500000US27157,27157,"Wabasha County, Minnesota",8846,151,6136,200,5173,190,2710,214,3.8,0.7,1.8,0.8,1.1,0.6,8.9,1.8,5.0,1.2,1.6,0.7,0.5,0.3,13.3,3.7,10.9,1.6,6.0,1.6,2.6,0.6,23.0,4.0,8.8,1.2,7.0,1.4,5.7,1.3,14.4,2.9,17.6,1.9,16.5,2.0,16.1,2.4,19.2,3.9,19.7,2.3,22.0,2.6,22.8,2.8,13.5,2.7,14.7,1.4,20.0,2.0,21.9,2.2,2.5,1.1,14.4,1.6,18.5,2.2,21.4,2.5,4.4,2.4,2.6,0.6,3.6,0.9,4.3,1.0,0.1,0.1,2.4,0.7,3.0,0.9,3.5,1.1,0.8,0.6,53537,1355,68661,3404,76374,3488,27703,3148,67511,2613,79879,3354,N,N,37506,3851,25.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),26.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),22.3,(X),wabasha,2012
0500000US27159,27159,"Wadena County, Minnesota",5833,150,3748,162,2951,160,2085,154,13.8,2.5,8.4,2.5,2.4,1.5,25.1,5.4,7.5,1.6,2.2,1.0,1.6,0.6,17.2,4.0,15.3,2.4,12.7,2.6,10.3,2.5,19.8,4.8,12.3,2.0,11.8,2.0,12.3,2.4,13.1,3.7,14.2,1.9,14.9,2.5,15.0,2.6,13.0,3.6,19.4,2.1,24.7,2.7,28.3,3.2,9.0,2.8,8.8,1.6,12.9,2.4,15.3,3.0,1.3,1.2,5.6,1.3,8.0,1.9,9.4,2.4,1.0,0.5,2.1,0.9,3.0,1.2,3.9,1.5,0.2,0.2,0.9,0.7,1.3,1.0,1.5,1.3,0.2,0.3,35767,1921,49879,3964,56717,3243,19147,3172,46749,2250,57469,3296,N,N,26070,2371,29.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),28.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),28.7,(X),wadena,2012
0500000US27161,27161,"Waseca County, Minnesota",7367,149,5128,203,4195,192,2239,220,4.4,1.1,2.8,1.6,0.4,0.2,9.4,2.4,4.2,1.3,2.9,1.3,1.4,0.9,8.9,2.9,11.4,2.0,5.4,1.3,4.1,1.3,26.1,5.3,10.7,2.2,8.3,1.9,7.0,1.9,15.8,5.3,16.2,2.4,16.7,2.6,13.7,2.5,15.0,4.8,23.8,3.0,26.0,3.3,28.4,3.8,17.7,5.2,12.8,1.9,15.9,2.4,18.6,2.9,4.4,2.7,12.2,1.6,16.4,2.4,19.5,2.9,1.8,1.1,2.6,0.9,3.5,1.3,4.2,1.6,0.5,0.6,1.6,0.6,2.2,0.8,2.6,0.9,0.4,0.6,53433,2189,64786,2708,71119,2793,29681,3064,63767,2628,74470,3522,N,N,36633,3106,19.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),21.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),13.4,(X),waseca,2012
0500000US27163,27163,"Washington County, Minnesota",88216,531,65144,872,53812,917,23072,801,3.2,0.3,1.8,0.4,0.7,0.3,7.7,1.0,2.8,0.4,1.6,0.3,0.5,0.2,6.8,1.0,5.4,0.4,3.2,0.4,1.7,0.3,13.0,1.5,5.7,0.6,4.4,0.5,2.9,0.5,10.3,1.3,10.2,0.6,8.2,0.7,6.5,0.6,16.7,1.5,18.6,0.7,17.5,0.8,16.4,0.9,21.5,1.4,16.5,0.8,17.7,0.9,18.7,1.0,11.4,1.4,21.5,0.7,25.7,0.9,29.2,1.1,8.9,1.2,8.3,0.5,10.5,0.7,12.3,0.9,1.4,0.6,7.7,0.5,9.5,0.7,11.1,0.8,2.2,0.5,80747,1280,93289,1760,103327,1864,45113,1974,98751,1700,111427,2123,122997,2430,58449,2718,19.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),19.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),17.1,(X),washington,2012
0500000US27165,27165,"Watonwan County, Minnesota",4463,145,3046,143,2367,129,1417,125,5.9,1.5,2.9,1.6,0.3,0.3,16.5,4.3,4.2,1.2,0.5,0.3,0.4,0.3,12.2,3.6,12.5,2.4,11.8,3.3,6.8,2.1,19.1,4.5,11.8,2.5,7.9,2.9,7.0,2.8,19.3,4.2,16.4,2.6,14.5,2.9,14.0,2.7,14.7,4.1,22.6,3.2,28.0,4.2,29.2,4.3,10.2,2.9,11.5,1.8,15.6,2.5,19.3,3.2,3.3,1.5,10.8,1.7,13.4,2.3,16.8,2.9,2.5,2.0,2.3,0.9,2.7,1.4,3.3,1.8,1.5,1.1,2.1,0.6,2.7,0.9,3.0,1.0,0.6,0.5,49210,3184,58717,1922,65657,3355,25949,2578,60652,2594,70904,3937,N,N,34247,3559,26.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),28.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),20.6,(X),watonwan,2012
0500000US27167,27167,"Wilkin County, Minnesota",2679,107,1872,90,1567,107,807,108,4.0,1.6,1.4,0.7,1.0,0.6,11.0,5.5,4.8,2.0,3.5,2.1,0.7,0.5,11.3,5.7,9.9,2.6,5.3,2.1,4.4,2.1,20.7,7.1,10.7,2.4,10.3,2.8,8.4,2.6,16.5,6.4,17.7,3.4,15.7,3.6,14.0,3.6,16.7,5.9,24.9,3.6,28.4,4.8,31.4,5.2,15.9,6.7,14.6,2.8,18.4,3.8,20.4,4.5,4.2,3.0,10.8,2.5,13.6,3.4,15.5,3.8,3.3,2.5,1.7,0.8,2.2,1.1,2.6,1.4,0.4,0.5,0.9,0.4,1.3,0.5,1.6,0.6,0.0,2.1,52970,2875,60800,4639,66580,4032,29028,5073,59873,2971,68808,3617,N,N,35101,4197,19.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),21.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),12.4,(X),wilkin,2012
0500000US27169,27169,"Winona County, Minnesota",19254,353,11635,325,9713,321,7619,345,9.2,1.4,3.6,1.2,1.1,0.5,18.5,3.2,6.4,1.1,1.8,0.7,1.1,0.6,13.4,2.5,12.6,1.2,7.3,1.3,5.1,1.1,21.3,2.5,10.1,1.2,7.2,1.1,5.6,1.0,15.5,2.5,13.9,1.2,13.9,1.5,13.3,1.8,14.0,2.2,19.4,1.6,24.3,2.2,25.7,2.4,10.9,1.8,12.4,1.1,17.9,1.8,20.8,2.0,3.1,0.9,11.0,1.0,16.1,1.4,18.8,1.7,2.8,0.9,3.0,0.5,4.8,0.9,5.6,1.0,0.2,0.2,2.0,0.5,3.0,0.8,3.1,0.8,0.5,0.3,46900,2121,66261,3235,72983,2717,23269,2118,58947,1896,76114,2910,83045,2719,31014,1831,23.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),21.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),25.1,(X),winona,2012
0500000US27171,27171,"Wright County, Minnesota",44816,374,33770,609,28232,589,11046,566,3.5,0.5,2.0,0.5,0.6,0.2,9.1,1.6,3.1,0.5,1.0,0.4,0.4,0.2,10.2,2.0,5.9,0.8,3.6,0.6,2.8,0.6,14.5,2.3,7.8,0.8,6.1,0.8,4.8,0.9,14.3,2.0,11.9,0.9,10.7,1.2,7.9,0.9,16.1,1.9,20.8,1.2,20.9,1.4,21.2,1.4,19.1,2.2,17.5,1.1,20.6,1.4,22.2,1.4,8.0,1.7,20.4,1.1,24.0,1.4,27.5,1.5,5.9,1.3,5.5,0.7,6.5,0.9,7.4,1.0,1.8,0.7,3.7,0.4,4.5,0.6,5.1,0.7,1.1,0.8,70930,1655,81193,1357,88077,1875,36768,2805,82214,1492,91942,2026,99598,2437,47576,3028,22.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),21.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),21.1,(X),wright,2012
0500000US27173,27173,"Yellow Medicine County, Minnesota",4125,132,2910,114,2493,108,1215,95,4.6,1.4,3.1,1.6,1.0,0.5,8.5,2.4,5.8,1.3,1.7,1.2,0.7,0.6,15.7,3.1,11.9,1.6,9.2,1.6,5.7,1.4,21.8,4.0,9.2,1.2,6.3,1.2,5.8,1.3,14.0,2.9,16.4,1.8,16.0,2.3,15.8,2.2,18.5,3.8,24.4,2.1,29.1,2.6,31.2,2.7,13.0,3.1,14.1,1.6,16.7,2.1,18.8,2.4,5.8,2.6,10.2,1.5,13.3,2.0,15.6,2.3,1.9,1.4,2.0,0.5,2.4,0.6,2.8,0.8,0.6,0.6,1.6,0.5,2.2,0.7,2.6,0.9,0.2,0.2,52134,2108,59607,1804,64217,2276,27288,3763,60061,2181,69189,2786,N,N,35758,2736,28.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),28.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),27.5,(X),yellow medicine,2012
0500000US27001,27001,"Aitkin County, Minnesota",7903,307,5252,263,4352,242,2651,153,7.6,1.3,5.8,1.7,2.3,1.0,13.8,2.9,7.0,1.1,3.0,0.9,1.5,0.5,16.0,2.9,15.5,1.8,11.8,1.6,9.7,1.6,23.4,4.3,13.0,1.5,14.6,1.9,13.8,2.0,12.9,2.4,18.8,1.6,18.0,1.9,19.2,2.0,16.7,2.7,20.6,1.5,24.5,1.9,27.8,2.1,10.3,2.1,8.0,1.2,10.3,1.4,11.6,1.7,3.5,1.5,7.1,1.1,9.4,1.5,10.8,1.8,1.8,1.0,1.6,0.5,1.6,0.6,1.9,0.7,1.3,1.0,0.8,0.4,1.1,0.5,1.3,0.7,0.2,0.2,40226,1709,47074,2174,52153,1821,23575,1641,48923,1743,55791,2226,N,N,32154,2418,23.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),23.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),20.1,(X),aitkin,2010
0500000US27003,27003,"Anoka County, Minnesota",120026,686,86980,948,70068,1185,33046,815,3.0,0.3,1.9,0.3,0.8,0.2,7.3,0.9,3.0,0.3,1.4,0.3,0.7,0.2,8.0,0.8,6.6,0.5,4.4,0.5,2.8,0.4,13.3,1.0,8.0,0.4,6.5,0.5,4.3,0.4,12.9,1.0,13.0,0.6,10.9,0.7,9.3,0.7,18.6,1.3,21.7,0.7,21.9,0.8,20.9,0.9,22.0,1.3,18.2,0.7,20.7,0.8,22.8,0.9,10.0,1.2,18.3,0.6,22.0,0.8,26.0,1.0,6.4,0.8,5.1,0.4,6.5,0.5,7.8,0.6,0.7,0.2,3.1,0.3,3.8,0.3,4.6,0.4,0.7,0.3,69028,836,78603,1113,86901,1107,41171,947,79282,972,89024,1310,98153,1595,48784,1586,21.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),21.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),20.4,(X),anoka,2010
0500000US27005,27005,"Becker County, Minnesota",13345,222,9109,228,7304,205,4236,232,6.2,0.8,3.5,0.7,1.4,0.5,14.1,2.1,6.2,1.0,3.5,1.1,1.3,0.4,12.0,2.2,13.5,1.2,9.2,1.1,5.6,1.0,23.2,3.0,11.9,1.3,10.5,1.4,9.7,1.4,15.7,2.8,16.2,1.1,15.9,1.5,15.9,1.7,15.5,2.4,20.6,1.5,23.9,1.9,26.8,2.0,12.7,2.6,12.3,1.0,16.4,1.4,19.0,1.8,3.3,0.9,8.7,0.9,11.4,1.2,13.6,1.4,2.0,0.9,2.3,0.6,3.2,0.9,3.9,1.0,0.4,0.4,2.1,0.6,2.4,0.6,2.9,0.8,1.2,0.9,46056,1577,55907,1416,63201,2488,25477,1965,58696,1893,68978,2456,N,N,34368,2310,25.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),24.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),25.4,(X),becker,2010
0500000US27007,27007,"Beltrami County, Minnesota",16759,387,10957,378,8273,277,5802,330,9.3,1.5,6.4,1.5,2.0,0.9,16.0,2.8,8.4,1.4,3.9,1.2,2.3,0.8,18.6,3.6,12.9,1.2,11.1,1.7,8.2,1.6,17.7,2.6,11.5,1.3,10.5,1.5,8.5,1.5,13.1,2.4,14.0,1.3,13.8,1.5,13.4,1.4,13.6,2.3,20.4,1.7,22.5,2.2,26.1,2.5,13.6,2.5,11.4,1.3,14.8,1.6,18.5,2.0,4.6,1.9,9.1,1.2,12.6,1.7,15.5,2.0,2.1,0.9,1.6,0.5,2.4,0.7,2.9,0.8,0.3,0.4,1.5,0.4,2.1,0.6,2.6,0.8,0.4,0.4,43394,1813,54781,2485,63768,2062,23541,2348,53467,1635,63380,2232,73072,2505,32727,2112,29.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),29.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),27.5,(X),beltrami,2010
0500000US27009,27009,"Benton County, Minnesota",14986,246,9868,366,7800,352,5118,361,6.1,1.3,3.2,1.1,1.7,0.9,12.7,3.0,5.1,1.2,3.7,1.4,1.1,0.7,8.7,2.6,11.7,1.6,7.1,1.7,4.1,1.2,21.6,3.9,10.9,1.5,8.6,1.6,6.6,1.5,17.3,3.1,15.3,1.6,12.1,1.7,11.4,1.9,20.4,3.6,22.7,1.9,28.0,2.6,30.7,2.9,11.0,2.6,14.7,1.6,18.8,1.9,22.1,2.3,5.8,2.0,9.7,1.4,13.6,1.9,16.4,2.4,1.0,0.8,2.4,0.7,3.6,1.0,4.4,1.3,0.1,0.1,1.3,0.4,1.3,0.4,1.6,0.5,1.4,0.9,50848,1898,63566,2052,71094,2596,28615,1566,59386,1719,70055,2441,N,N,35892,2858,24.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),22.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),26.9,(X),benton,2010
0500000US27011,27011,"Big Stone County, Minnesota",2366,121,1564,109,1342,93,802,92,7.4,1.9,4.1,1.7,2.8,1.4,15.1,4.8,6.9,1.8,2.1,1.5,1.7,1.5,16.5,4.4,16.2,2.4,13.6,2.9,11.0,2.9,23.1,4.9,9.6,2.1,10.2,2.7,8.2,2.5,9.4,3.1,18.3,3.1,15.7,3.0,16.3,3.4,22.3,6.9,21.3,3.2,25.3,3.7,27.0,4.4,11.0,4.3,10.6,2.0,15.2,3.1,17.1,3.4,1.4,1.1,6.0,1.6,8.4,2.3,9.6,2.8,1.4,1.5,2.0,1.3,3.0,2.0,3.5,2.3,0.0,2.5,1.6,0.9,2.5,1.4,2.8,1.6,0.0,2.5,42870,2016,54034,3311,57931,3984,22152,2398,52925,2993,64285,4047,N,N,29379,2473,23.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),18.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),28.3,(X),big stone,2010
0500000US27013,27013,"Blue Earth County, Minnesota",23889,418,13902,343,11143,327,9987,365,7.8,1.0,3.5,1.0,0.9,0.6,14.7,2.1,6.0,0.7,2.3,0.7,1.4,0.6,11.2,1.7,10.9,1.2,6.5,1.3,3.2,0.8,19.0,2.2,11.5,1.1,8.0,1.0,6.0,1.0,16.8,2.2,15.7,1.4,15.9,1.6,14.9,1.9,15.9,2.2,21.0,1.5,23.7,1.9,26.2,1.9,15.1,2.3,12.8,1.1,18.6,1.5,21.4,1.8,4.0,1.1,9.9,0.8,14.8,1.3,18.1,1.7,2.4,0.8,2.7,0.5,4.2,0.8,4.9,0.8,0.4,0.3,1.7,0.4,2.5,0.5,2.9,0.6,0.6,0.4,47871,1852,63702,1539,71826,1973,27898,2158,60099,1973,75341,2228,83941,2504,36572,3052,23.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),21.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),26.6,(X),blue earth,2010
0500000US27015,27015,"Brown County, Minnesota",10798,247,7041,288,5842,284,3757,279,5.3,1.0,2.4,0.9,0.7,0.5,12.4,2.5,6.4,1.2,4.1,1.7,1.7,0.7,14.6,3.5,11.3,1.1,7.4,1.5,5.0,1.1,18.0,2.3,11.3,1.1,8.0,1.3,8.0,1.4,17.2,3.2,17.7,2.1,16.8,2.3,15.6,2.4,18.8,4.3,22.2,1.8,25.4,2.6,27.0,2.8,12.8,2.8,13.9,1.6,19.9,2.3,23.0,2.6,2.7,1.3,8.4,1.2,11.6,1.7,13.7,2.1,2.0,1.2,1.6,0.6,2.1,0.9,2.6,1.0,0.6,0.5,1.8,0.6,2.3,0.8,2.8,0.9,0.9,0.7,47696,1959,60078,2614,67009,2142,27672,2627,58257,2249,69057,3245,N,N,35766,3326,22.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),21.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),22.0,(X),brown,2010
0500000US27017,27017,"Carlton County, Minnesota",13724,263,9449,265,7613,254,4275,274,6.2,1.0,3.8,1.1,1.0,0.5,12.0,2.6,7.4,1.4,2.7,0.8,1.3,0.5,18.2,3.6,9.4,0.9,5.9,1.0,4.1,1.0,18.4,2.5,8.8,1.1,7.9,1.2,6.8,1.0,11.5,2.7,15.6,1.3,17.5,1.9,15.5,1.6,12.9,2.8,23.7,1.7,25.5,2.0,28.3,2.2,18.0,2.7,14.8,1.3,18.3,1.6,21.5,1.8,5.5,2.2,10.4,1.1,13.9,1.6,16.1,2.0,2.3,1.0,2.2,0.7,2.9,1.0,3.4,1.3,0.2,0.2,1.6,0.5,1.6,0.6,2.0,0.8,1.0,0.7,52858,1759,61425,1836,68839,2501,26388,3577,60573,2146,69354,2344,N,N,37880,4048,24.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),24.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),23.8,(X),carlton,2010
0500000US27019,27019,"Carver County, Minnesota",32202,378,24468,473,21077,496,7734,491,2.0,0.5,1.0,0.5,0.4,0.3,5.2,1.8,2.4,0.5,0.5,0.2,0.3,0.2,8.5,2.0,6.1,0.9,3.9,0.9,2.3,0.8,15.4,2.5,6.3,0.9,4.1,0.8,2.4,0.5,13.3,2.6,9.9,1.2,7.5,1.2,6.2,1.2,17.6,3.2,19.3,1.6,17.9,1.7,17.5,1.7,24.2,3.6,17.5,1.3,19.9,1.6,20.5,1.8,8.1,2.0,19.9,1.3,24.7,1.5,27.1,1.6,4.5,1.2,8.4,0.9,10.3,1.1,11.8,1.3,1.5,0.8,8.3,0.8,10.1,1.0,11.6,1.1,1.6,0.9,80280,2357,92412,2345,100643,1879,40043,2908,98640,2557,112662,2870,N,N,50141,3278,19.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),20.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),16.5,(X),carver,2010
